10128,LRPPRC,72416,Lrpprc
10129,FRY,320365,Fry
1013,CDH15,12555,Cdh15
10130,PDIA6,71853,Pdia6
10131,TRAP1,68015,Trap1
10133,OPTN,71648,Optn
10134,BCAP31,27061,Bcap31
10135,NAMPT,59027,Nampt
10136,CELA3A,242711,Cela3a
10137,RBM12,75710,Rbm12
10139,ARFRP1,76688,Arfrp1
1014,CDH16,12556,Cdh16
10140,TOB1,22057,Tob1
10143,CLEC3A,403395,Clec3a
10146,G3BP1,27041,G3bp1
10147,SUGP2,234373,Sugp2
10148,EBI3,50498,Ebi3
10149,ADGRG2,237175,Adgrg2
1015,CDH17,12557,Cdh17
10150,MBNL2,105559,Mbnl2
10152,ABI2,329165,Abi2
10153,CEBPZ,12607,Cebpz
10154,PLXNC1,54712,Plxnc1
10155,TRIM28,21849,Trim28
10156,RASA4,54153,Rasa4
10157,AASS,30956,Aass
10158,PDZK1IP1,67182,Pdzk1ip1
10159,ATP6AP2,70495,Atp6ap2
1016,CDH18,320865,Cdh18
10160,FARP1,223254,Farp1
10161,LPAR6,67168,Lpar6
10162,LPCAT3,14792,Lpcat3
10163,WASF2,242687,Wasf2
10164,CHST4,26887,Chst4
10165,SLC25A13,50799,Slc25a13
10166,SLC25A15,18408,Slc25a15
10169,SERF2,378702,Serf2
1017,CDK2,12566,Cdk2
10170,DHRS9,241452,Dhrs9
10171,RCL1,59028,Rcl1
10174,SORBS3,20410,Sorbs3
10175,CNIH1,12793,Cnih1
10178,TENM1,23963,Tenm1
10179,RBM7,67010,Rbm7
10180,RBM6,19654,Rbm6
10181,RBM5,83486,Rbm5
10184,LHFPL2,218454,Lhfpl2
10186,LHFP,108927,Lhfp
10188,TNK2,51789,Tnk2
1019,CDK4,12567,Cdk4
10190,TXNDC9,98258,Txndc9
101927581,CCDC182,74297,Ccdc182
101928147,C21orf140,75328,Fam243
101928601,MEI4,75033,Mei4
101928603,C6orf229,666145,1700016G14Rik
10193,RNF41,67588,Rnf41
10194,TSHZ1,110796,Tshz1
10195,ALG3,208624,Alg3
10196,PRMT3,71974,Prmt3
10197,PSME3,19192,Psme3
10198,MPHOSPH9,269702,Mphosph9
10199,MPHOSPH10,67973,Mphosph10
102,ADAM10,11487,Adam10
1020,CDK5,12568,Cdk5
10200,MPHOSPH6,68533,Mphosph6
10201,NME6,54369,Nme6
10203,CALCRL,54598,Calcrl
10204,NUTF2,68051,Nutf2
10205,MPZL2,14012,Mpzl2
10206,TRIM13,66597,Trim13
10207,PATJ,12695,Inadl
10207,PATJ,12695,Patj
10208,USPL1,231915,Uspl1
1021,CDK6,12571,Cdk6
10210,TOPORS,106021,Topors
10211,FLOT1,14251,Flot1
10212,DDX39A,68278,Ddx39
10213,PSMD14,59029,Psmd14
10215,OLIG2,50913,Olig2
102157402,AK6,102216272,Ak6
10217,CTDSPL,69274,Ctdspl
10218,ANGPTL7,654812,Angptl7
10219,KLRG1,50928,Klrg1
1022,CDK7,12572,Cdk7
10220,GDF11,14561,Gdf11
10221,TRIB1,211770,Trib1
10223,GPA33,59290,Gpa33
10224,ZNF443,236193,Zfp709
10225,CD96,84544,Cd96
10226,PLIN3,66905,Plin3
10227,MFSD10,68294,Mfsd10
10228,STX6,58244,Stx6
102288414,C11orf98,66276,1810009A15Rik
10229,COQ7,12850,Coq7
10231,RCAN2,53901,Rcan2
10232,MSLN,56047,Msln
10233,LRRC23,16977,Lrrc23
10234,LRRC17,74511,Lrrc17
10235,RASGRP2,19395,Rasgrp2
10236,HNRNPR,74326,Hnrnpr
10237,SLC35B1,110172,Slc35b1
10238,DCAF7,71833,Dcaf7
10239,AP3S2,11778,Ap3s2
1024,CDK8,264064,Cdk8
10240,MRPS31,57312,Mrps31
10242,KCNMB2,72413,Kcnmb2
10243,GPHN,268566,Gphn
10244,RABEPK,227746,Rabepk
10245,TIMM17B,21855,Timm17b
10246,SLC17A2,218103,Slc17a2
10247,RIDA,15473,Rida
10248,POP7,74097,Pop7
10249,GLYAT,107146,Glyat
1025,CDK9,107951,Cdk9
10251,SPRY3,236576,Spry3
10252,SPRY1,24063,Spry1
10253,SPRY2,24064,Spry2
10254,STAM2,56324,Stam2
10256,CNKSR1,194231,Cnksr1
10257,ABCC4,239273,Abcc4
1026,CDKN1A,12575,Cdkn1a
10260,DENND4A,102442,Dennd4a
10261,IGSF6,80719,Igsf6
10262,SF3B4,107701,Sf3b4
10263,CDK2AP2,52004,Cdk2ap2
10266,RAMP2,54409,Ramp2
10267,RAMP1,51801,Ramp1
10268,RAMP3,56089,Ramp3
10269,ZMPSTE24,230709,Zmpste24
1027,CDKN1B,12576,Cdkn1b
10270,AKAP8,56399,Akap8
10272,FSTL3,83554,Fstl3
10273,STUB1,56424,Stub1
10274,STAG1,20842,Stag1
10276,NET1,56349,Net1
10277,UBE4B,63958,Ube4b
10278,EFS,13644,Efs
10279,PRSS16,54373,Prss16
10280,SIGMAR1,18391,Sigmar1
10282,BET1,12068,Bet1
10283,CWC27,67285,Cwc27
10284,SAP18,20220,Sap18
10285,SMNDC1,76479,Smndc1
10286,BCAS2,68183,Bcas2
10287,RGS19,56470,Rgs19
10289,EIF1B,68969,Eif1b
1029,CDKN2A,12578,Cdkn2a
10290,SPEG,11790,Speg
10291,SF3A1,67465,Sf3a1
10293,TRAIP,22036,Traip
10294,DNAJA2,56445,Dnaja2
10295,BCKDK,12041,Bckdk
10296,MAEA,59003,Maea
10297,APC2,23805,Apc2
10298,PAK4,70584,Pak4
10299,MARCH6,223455,March6
103,ADAR,56417,Adar
1030,CDKN2B,12579,Cdkn2b
10300,KATNB1,74187,Katnb1
10302,SNAPC5,330959,Snapc5
10307,APBB3,225372,Apbb3
10308,ZNF267,241944,D3Ertd254e
10309,CCNO,218630,Ccno
1031,CDKN2C,12580,Cdkn2c
10311,DSCR3,13185,Vps26c
10312,TCIRG1,27060,Tcirg1
10313,RTN3,20168,Rtn3
10314,LANCL1,14768,Lancl1
10316,NMUR1,14767,Nmur1
10317,B3GALT5,93961,B3galt5
10318,TNIP1,57783,Tnip1
10319,LAMC3,23928,Lamc3
1032,CDKN2D,12581,Cdkn2d
10320,IKZF1,22778,Ikzf1
10322,SMYD5,232187,Smyd5
10324,KLHL41,228003,Klhl41
10325,RRAGB,245670,Rragb
10326,SIRPB1,320832,Sirpb1a
10327,AKR1A1,58810,Akr1a1
10328,EMC8,18117,Emc8
10329,TMEM5,216395,Tmem5
1033,CDKN3,72391,Cdkn3
10330,CNPY2,56530,Cnpy2
10331,B3GNT3,72297,B3gnt3
10332,CLEC4M,170786,Cd209a
10333,TLR6,21899,Tlr6
10335,MRVI1,17540,Mrvi1
10336,PCGF3,69587,Pcgf3
10342,TFG,21787,Tfg
10343,PKDREJ,18766,Pkdrej
10345,TRDN,76757,Trdn
10347,ABCA7,27403,Abca7
10350,ABCA9,217262,Abca9
10351,ABCA8,27404,Abca8b
10352,WARS2,70560,Wars2
1036,CDO1,12583,Cdo1
10360,NPM3,18150,Npm3
10361,NPM2,328440,Npm2
10362,HMG20B,15353,Hmg20b
10363,HMG20A,66867,Hmg20a
10365,KLF2,16598,Klf2
10367,MICU1,216001,Micu1
10368,CACNG3,54376,Cacng3
10369,CACNG2,12300,Cacng2
10370,CITED2,17684,Cited2
10371,SEMA3A,20346,Sema3a
10376,TUBA1B,22143,Tuba1b
10379,IRF9,16391,Irf9
10380,BPNT1,23827,Bpnt1
10381,TUBB3,22152,Tubb3
10382,TUBB4A,22153,Tubb4a
10383,TUBB4B,227613,Tubb4b
10385,BTN2A2,238555,Btn2a2
10388,SYCP2,320558,Sycp2
1039,CDR2,12585,Cdr2
10390,CEPT1,99712,Cept1
10391,CORO2B,235431,Coro2b
103910,MYL12B,67268,Myl12a
10392,NOD1,107607,Nod1
10393,ANAPC10,68999,Anapc10
10394,PRG3,53856,Prg3
10395,DLC1,50768,Dlc1
10396,ATP8A1,11980,Atp8a1
10397,NDRG1,17988,Ndrg1
10398,MYL9,98932,Myl9
10399,RACK1,14694,Rack1
104,ADARB1,110532,Adarb1
1040,CDS1,74596,Cds1
10400,PEMT,18618,Pemt
10401,PIAS3,229615,Pias3
10402,ST3GAL6,54613,St3gal6
10403,NDC80,67052,Ndc80
10404,CPQ,54381,Cpq
10406,WFDC2,67701,Wfdc2
10407,SPAG11B,546038,Spag11b
10409,BASP1,70350,Basp1
10410,IFITM3,66141,Ifitm3
10411,RAPGEF3,223864,Rapgef3
10412,NSA2,59050,Nsa2
10413,YAP1,22601,Yap1
10417,SPON2,100689,Spon2
10418,SPON1,233744,Spon1
10419,PRMT5,27374,Prmt5
10420,TESK2,230661,Tesk2
10421,CD2BP2,70233,Cd2bp2
10422,UBAC1,98766,Ubac1
10423,CDIPT,52858,Cdipt
10424,PGRMC2,70804,Pgrmc2
10425,ARIH2,23807,Arih2
10426,TUBGCP3,259279,Tubgcp3
10427,SEC24B,99683,Sec24b
10428,CFDP1,23837,Cfdp1
10430,TMEM147,69804,Tmem147
10432,RBM14,56275,Rbm14
10434,LYPLA1,18777,Lypla1
10435,CDC42EP2,104252,Cdc42ep2
10436,EMG1,14791,Emg1
10437,IFI30,65972,Ifi30
10438,C1D,57316,C1d
10439,OLFM1,56177,Olfm1
1044,CDX1,12590,Cdx1
10440,TIMM17A,21854,Timm17a
10443,N4BP2L2,381695,N4bp2l2
10444,ZER1,227693,Zer1
10445,MCRS1,51812,Mcrs1
10446,LRRN2,16980,Lrrn2
10447,FAM3C,27999,Fam3c
10449,ACAA2,52538,Acaa2
1045,CDX2,12591,Cdx2
10450,PPIE,56031,Ppie
10451,VAV3,57257,Vav3
10452,TOMM40,53333,Tomm40
10454,TAB1,66513,Tab1
10455,ECI2,23986,Eci2
10456,HAX1,23897,Hax1
10457,GPNMB,93695,Gpnmb
10458,BAIAP2,108100,Baiap2
10459,MAD2L2,71890,Mad2l2
1046,CDX4,12592,Cdx4
10460,TACC3,21335,Tacc3
10461,MERTK,17289,Mertk
10462,CLEC10A,17312,Clec10a
10463,SLC30A9,109108,Slc30a9
10464,PIBF1,52023,Pibf1
10465,PPIH,66101,Ppih
10466,COG5,238123,Cog5
10467,ZNHIT1,70103,Znhit1
10468,FST,14313,Fst
10469,TIMM44,21856,Timm44
1047,CLGN,12745,Clgn
10471,PFDN6,14976,Pfdn6
10472,ZBTB18,30928,Zbtb18
10474,TADA3,101206,Tada3
10475,TRIM38,214158,Trim38
10476,ATP5H,71679,Atp5h
10477,UBE2E3,22193,Ube2e3
10478,SLC25A17,20524,Slc25a17
10479,SLC9A6,236794,Slc9a6
10480,EIF3M,98221,Eif3m
10481,HOXB13,15408,Hoxb13
10482,NXF1,53319,Nxf1
10483,SEC23B,27054,Sec23b
10484,SEC23A,20334,Sec23a
10486,CAP2,67252,Cap2
10487,CAP1,12331,Cap1
10488,CREB3,12913,Creb3
10489,LRRC41,230654,Lrrc41
10490,VTI1B,53612,Vti1b
10491,CRTAP,56693,Crtap
10492,SYNCRIP,56403,Syncrip
10493,VAT1,26949,Vat1
10494,STK25,59041,Stk25
10495,ENOX2,209224,Enox2
10497,UNC13B,22249,Unc13b
10498,CARM1,59035,Carm1
10499,NCOA2,17978,Ncoa2
105,ADARB2,94191,Adarb2
1050,CEBPA,12606,Cebpa
10500,SEMA6C,20360,Sema6c
10501,SEMA6B,20359,Sema6b
10505,SEMA4F,20355,Sema4f
10507,SEMA4D,20354,Sema4d
10509,SEMA4B,20352,Sema4b
1051,CEBPB,12608,Cebpb
10512,SEMA3C,20348,Sema3c
10513,APPBP2,66884,Appbp2
10514,MYBBP1A,18432,Mybbp1a
10516,FBLN5,23876,Fbln5
10517,FBXW10,213980,Fbxw10
10518,CIB2,56506,Cib2
10519,CIB1,23991,Cib1
1052,CEBPD,12609,Cebpd
10521,DDX17,67040,Ddx17
10522,DEAF1,54006,Deaf1
10523,CHERP,27967,Cherp
10524,KAT5,81601,Kat5
10525,HYOU1,12282,Hyou1
10526,IPO8,320727,Ipo8
10527,IPO7,233726,Ipo7
10528,NOP56,67134,Nop56
1053,CEBPE,110794,Cebpe
10531,PITRM1,69617,Pitrm1
10533,ATG7,74244,Atg7
10534,SSSCA1,56390,Sssca1
10535,RNASEH2A,69724,Rnaseh2a
10536,P3H3,14789,P3h3
10537,UBD,24108,Ubd
10538,BATF,53314,Batf
10539,GLRX3,30926,Glrx3
1054,CEBPG,12611,Cebpg
10540,DCTN2,69654,Dctn2
10542,LAMTOR5,68576,Lamtor5
10544,PROCR,19124,Procr
10548,TM9SF1,74140,Tm9sf1
10549,PRDX4,53381,Prdx4
10550,ARL6IP5,65106,Arl6ip5
10551,AGR2,23795,Agr2
10552,ARPC1A,56443,Arpc1a
10553,HTATIP2,53415,Htatip2
10554,AGPAT1,55979,Agpat1
10555,AGPAT2,67512,Agpat2
10556,RPP30,54364,Rpp30
10557,RPP38,227522,Rpp38
10558,SPTLC1,268656,Sptlc1
10559,SLC35A1,24060,Slc35a1
1056,CEL,12613,Cel
10560,SLC19A2,116914,Slc19a2
10561,IFI44,99899,Ifi44
10562,OLFM4,380924,Olfm4
10563,CXCL13,55985,Cxcl13
10564,ARFGEF2,99371,Arfgef2
10565,ARFGEF1,211673,Arfgef1
10566,AKAP3,11642,Akap3
10567,RABAC1,14470,Rabac1
10568,SLC34A2,20531,Slc34a2
10569,SLU7,193116,Slu7
10570,DPYSL4,26757,Dpysl4
10572,SIVA1,30954,Siva1
10573,MRPL28,68611,Mrpl28
10574,CCT7,12468,Cct7
10575,CCT4,12464,Cct4
10576,CCT2,12461,Cct2
10577,NPC2,67963,Npc2
10579,TACC2,57752,Tacc2
1058,CENPA,12615,Cenpa
10580,SORBS1,20411,Sorbs1
10581,IFITM2,80876,Ifitm2
10584,COLEC10,239447,Colec10
10585,POMT1,99011,Pomt1
10586,MAB21L2,23937,Mab21l2
10587,TXNRD2,26462,Txnrd2
10588,MTHFS,107885,Mthfs
10589,DRAP1,66556,Drap1
1059,CENPB,12616,Cenpb
10590,SCGN,214189,Scgn
10591,DNPH1,381101,Dnph1
10592,SMC2,14211,Smc2
10594,PRPF8,192159,Prpf8
10595,ERN2,26918,Ern2
10598,AHSA1,217737,Ahsa1
1060,CENPC,12617,Cenpc1
10600,USP16,74112,Usp16
10602,CDC42EP3,260409,Cdc42ep3
10603,SH2B2,23921,Sh2b2
10605,PAIP1,218693,Paip1
10606,PAICS,67054,Paics
10607,TBL3,213773,Tbl3
10608,MXD4,17122,Mxd4
10609,P3H4,66180,P3h4
10610,ST6GALNAC2,20446,St6galnac2
10611,PDLIM5,56376,Pdlim5
10612,TRIM3,55992,Trim3
10613,ERLIN1,226144,Erlin1
10614,HEXIM1,192231,Hexim1
10615,SPAG5,54141,Spag5
10616,RBCK1,24105,Rbck1
10617,STAMBP,70527,Stambp
1062,CENPE,229841,Cenpe
10620,ARID3B,56380,Arid3b
10621,POLR3F,70408,Polr3f
10622,POLR3G,67486,Polr3g
10623,POLR3C,74414,Polr3c
10625,IVNS1ABP,117198,Ivns1abp
10626,TRIM16,94092,Trim16
10627,MYL12A,67938,Myl12b
10628,TXNIP,56338,Txnip
10629,TAF6L,225895,Taf6l
1063,CENPF,108000,Cenpf
10630,PDPN,14726,Pdpn
10631,POSTN,50706,Postn
10632,ATP5L,27425,Atp5l
10633,RASL10A,75668,Rasl10a
10634,GAS2L1,78926,Gas2l1
10635,RAD51AP1,19362,Rad51ap1
10636,RGS14,51791,Rgs14
10637,LEFTY1,13590,Lefty1
10640,EXOC5,105504,Exoc5
10641,NPRL2,56032,Nprl2
10642,IGF2BP1,140486,Igf2bp1
10643,IGF2BP3,140488,Igf2bp3
10644,IGF2BP2,319765,Igf2bp2
10645,CAMKK2,207565,Camkk2
10650,PRELID3A,225655,Prelid3a
10650,PRELID3A,225655,Slmo1
10651,MTX2,53375,Mtx2
10652,YKT6,56418,Ykt6
10653,SPINT2,20733,Spint2
10654,PMVK,68603,Pmvk
10655,DMRT2,226049,Dmrt2
10656,KHDRBS3,13992,Khdrbs3
10657,KHDRBS1,20218,Khdrbs1
10659,CELF2,14007,Celf2
1066,CES1,104158,Ces1d
10660,LBX1,16814,Lbx1
10661,KLF1,16596,Klf1
10663,CXCR6,80901,Cxcr6
10664,CTCF,13018,Ctcf
10666,CD226,225825,Cd226
10667,FARS2,69955,Fars2
10668,CGRRF1,68755,Cgrrf1
10669,CGREF1,68567,Cgref1
10670,RRAGA,68441,Rraga
10671,DCTN6,22428,Dctn6
10672,GNA13,14674,Gna13
10673,TNFSF13B,24099,Tnfsf13b
10675,CSPG5,29873,Cspg5
10677,AVIL,11567,Avil
10678,B3GNT2,53625,B3gnt2
1068,CETN1,26369,Cetn1
10681,GNB5,14697,Gnb5
10682,EBP,13595,Ebp
10683,DLL3,13389,Dll3
10686,CLDN16,114141,Cldn16
10687,PNMA2,239157,Pnma2
1069,CETN2,26370,Cetn2
10690,FUT9,14348,Fut9
10691,GMEB1,56809,Gmeb1
10692,RRH,20132,Rrh
10693,CCT6B,12467,Cct6b
10694,CCT8,12469,Cct8
10695,CNPY3,72029,Cnpy3
10699,CORIN,53419,Corin
107,ADCY1,432530,Adcy1
1070,CETN3,12626,Cetn3
10712,FAM189B,68521,Fam189b
10713,USP39,28035,Usp39
10714,POLD3,67967,Pold3
10715,CERS1,93898,Cers1
10716,TBR1,21375,Tbr1
10717,AP4B1,67489,Ap4b1
10718,NRG3,18183,Nrg3
1072,CFL1,12631,Cfl1
10721,POLQ,77782,Polq
10723,SLC12A7,20499,Slc12a7
10724,MGEA5,76055,Mgea5
10725,NFAT5,54446,Nfat5
10726,NUDC,18221,Nudc
10728,PTGES3,56351,Ptges3
1073,CFL2,12632,Cfl2
10730,YME1L1,27377,Yme1l1
10732,TCFL5,277353,Tcfl5
10733,PLK4,20873,Plk4
10734,STAG3,50878,Stag3
10735,STAG2,20843,Stag2
10736,SIX2,20472,Six2
10741,RBBP9,26450,Rbbp9
10742,RAI2,24004,Rai2
10743,RAI1,19377,Rai1
10745,PHTF1,18685,Phtf1
10746,MAP3K2,26405,Map3k2
10747,MASP2,17175,Masp2
