"18","286","ENSG00000029534,HGNC:492","ANK1","SPH2,ANK,SPH1","NP_065211.2,NP_065209.2,NP_000028.3,NP_001135917.1,NP_065210.2,NP_065213.2,NP_001135918.1,NP_065208.2","ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]"
"19","335","HGNC:600,ENSG00000118137","APOA1","apo(a)","NP_000030.1,NP_001304946.1,NP_001304947.1,NP_001304950.1","apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]"
"20","324","HGNC:583,ENSG00000134982","APC","DP3,BTPS2,DP2.5,DP2,PPP1R46,GS","NP_000029.2,NP_001120983.2,NP_001120982.1","APC, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:583]"
"21","94","ENSG00000139567,HGNC:175","ACVRL1","ALK1,ORW2,HHT2,ALK-1,KR3,ACVRLK1,TSR-I,HHT","NP_001070869.1,NP_000011.2","activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]"
"22","37","ENSG00000072778,HGNC:92","ACADVL","LCACD,VLCAD,ACAD6","NP_001029031.1,NP_001257376.1,NP_000009.1,NP_001257377.1","acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]"
"23","35","ENSG00000122971,HGNC:90","ACADS","SCAD,ACAD3","NP_000008.1,NP_001289483.1","acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]"
"24","345","ENSG00000110245,HGNC:610","APOC3","HALP2,APOCIII","NP_000031.1","apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610]"
"25","348","ENSG00000130203,HGNC:613","APOE","LPG,AD2,APO-E,ApoE4,LDLCQ5","NP_001289617.1,NP_000032.1,NP_001289619.1,NP_001289618.1,NP_001289620.1","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]"
"26","350","HGNC:616,ENSG00000091583","APOH","B2G1,B2GP1,BG","NP_000033.2","apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]"
"27","355","HGNC:11920,ENSG00000026103","FAS","FASTM,CD95,APO-1,ALPS1A,NFRSF6,FAS1,APT1","NP_000034.1,NP_001307548.1,NP_690610.1,NP_690611.1","Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]"
"28","2","HGNC:7,ENSG00000175899","A2M","S863-7,A2MD,CPAMD5,FWP007","NP_000005.2,NP_001334354.1,NP_001334352.1,NP_001334353.1","alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]"
"29","10","ENSG00000156006,HGNC:7646","NAT2","AAC2,PNAT,NAT-2","NP_000006.2","N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646]"
"30","5663","ENSG00000080815,HGNC:9508","PSEN1","PS1,AD3,PS-1,FAD,S182","NP_000012.1,NP_015557.2","presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]"
"31","367","ENSG00000169083,HGNC:644","AR","HYSP1,NR3C4,BMA,HUMARA,TFM,SMAX1,AR8,DHTR,AIS,KD","NP_001011645.1,NP_000035.2","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]"
"32","411","ENSG00000113273,HGNC:714","ARSB","ASB,MPS6,G4S","NP_942002.1,NP_000037.2","arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]"
"33","383","ENSG00000118520,HGNC:663","ARG1",,"NP_000036.2,NP_001231367.1","arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]"
"34","415","HGNC:719,ENSG00000157399","ARSE","CDPX1,CDPXR,CDPX,ASE","NP_001269557.1,NP_000038.2,NP_001269560.1","arylsulfatase E [Source:HGNC Symbol;Acc:HGNC:719]"
"35","435","HGNC:746,ENSG00000126522","ASL","ASAL","NP_000039.2,NP_001020114.1,NP_001020115.1,NP_001020117.1","argininosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:746]"
"36","443","ENSG00000108381,HGNC:756","ASPA","ACY2,ASP","NP_000040.1,NP_001121557.1","aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]"
"37","445","ENSG00000130707,HGNC:758","ASS1","CTLN1,ASS","NP_000041.2,NP_446464.1","argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]"
"38","472","HGNC:795,ENSG00000149311","ATM","ATD,TELO1,AT1,ATC,ATA,TEL1,ATE,ATDC","NP_000042.3","ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]"
"39","540","HGNC:870,ENSG00000123191","ATP7B","WD,WND,WC1,PWD","NP_001005918.1,NP_001317507.1,NP_001317508.1,NP_001230111.1,NP_000044.2","ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]"
"40","538","HGNC:869,ENSG00000165240","ATP7A","MNK,SMAX3,MK,DSMAX","NP_000043.4,NP_001269153.1","ATPase copper transporting alpha [Source:HGNC Symbol;Acc:HGNC:869]"
"41","590","HGNC:983,ENSG00000114200","BCHE","CHE2,CHE1,E1","NP_000046.1","butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983]"
"42","554","ENSG00000126895,HGNC:897","AVPR2","DIR,NDI,DI1,V2R,ADHR,DIR3","NP_000045.1,NP_001139623.1","arginine vasopressin receptor 2 [Source:HGNC Symbol;Acc:HGNC:897]"
"43","594","ENSG00000083123,HGNC:987","BCKDHB","BCKDHE1-beta,BCKDE1B,E1B","NP_000047.1,NP_001305904.1,NP_898871.1","branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]"
"44","641","ENSG00000197299,HGNC:1058","BLM","RECQL3,RECQL2,BS,RECQ2","NP_000048.1,NP_001274176.1,NP_001274177.1,NP_001274175.1","BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]"
"45","675","ENSG00000139618,HGNC:1101","BRCA2","PNCA2,FAD1,BROVCA2,ANCD1,FANCD,GLM3,BRCC2,FAD,FACD,XRCC11","NP_000050.2","BRCA2, DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1101]"
"46","686","HGNC:1122,ENSG00000169814","BTD",,"NP_001268652.1,NP_000051.1,NP_001268654.1,NP_001310511.1,NP_001268653.1,NP_001268655.1","biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]"
"47","695","ENSG00000010671,HGNC:1133","BTK","IMD1,ATK,AT,BPK,PSCTK1,AGMX1,XLA","NP_000052.1,NP_001274273.1,NP_001274274.1","Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]"
"48","710","ENSG00000149131,HGNC:1228","SERPING1","C1IN,HAE2,C1INH,C1NH,HAE1","NP_000053.2,NP_001027466.1","serpin family G member 1 [Source:HGNC Symbol;Acc:HGNC:1228]"
"49","717","ENSG00000226560,ENSG00000235696,ENSG00000206372,ENSG00000204364,HGNC:1248,ENSG00000231543,ENSG00000166278,ENSG00000235017","C2","ARMD14,CO2","NP_001269386.1,NP_001269387.1,NP_001269388.1,NP_000054.2,NP_001139375.1,NP_001171534.1","complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]"
"50","718","ENSG00000125730,HGNC:1318","C3","CPAMD1,AHUS5,EL-S-62p,ARMD9,ASP,C3b,C3a","NP_000055.2","complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]"
"51","729","HGNC:1339,ENSG00000039537","C6",,"NP_000056.2,NP_001108603.2","complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]"
"52","732","ENSG00000021852,HGNC:1353","C8B","C82","NP_001265473.1,NP_000057.2,NP_001265472.1","complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]"
"53","760","ENSG00000104267,HGNC:1373","CA2","HEL-S-282,CA-II,CAC,CAII,HEL-76,Car2","NP_000058.1,NP_001280604.1","carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]"
"54","773","HGNC:1388,ENSG00000141837","CACNA1A","CAV2.1,HM,SCA6,CACNL1A4,EA2,MHP1,HPCA,EIEE42,APCA,BI,MHP","NP_001167551.1,NP_001120694.1,NP_000059.3,NP_001120693.1,NP_075461.2","calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]"
"55","779","ENSG00000081248,HGNC:1397","CACNA1S","CACNL1A3,HOKPP1,HOKPP,MHS5,Cav1.1,TTPP1,ypoPP,CCHL1A3","NP_000060.2","calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397]"
"56","875","ENSG00000160200,HGNC:1550","CBS","HIP4","NP_001307227.1,NP_001308001.1,NP_001171480.1,NP_001171479.1,NP_000062.1","cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]"
"57","825","ENSG00000092529,HGNC:1480","CAPN3","CANPL3,nCL-1,CANP3,p94,LGMD2A,LGMD2","NP_775112.1,NP_775113.1,NP_775111.1,NP_000061.1,NP_775110.1,NP_077320.1","calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]"
"58","948","ENSG00000135218,HGNC:1663","CD36","GP3B,CHDS7,SCARB3,GP4,ASIV,GPIV,BDPLT10,FAT","NP_001276837.1,NP_001001547.1,NP_001001548.1,NP_001120915.1,NP_001120916.1,NP_000063.2,NP_001276840.1,NP_001276838.1","CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]"
"59","917","ENSG00000160654,HGNC:1675","CD3G","T3G,IMD17,CD3-GAMMA","NP_000064.1","CD3g molecule [Source:HGNC Symbol;Acc:HGNC:1675]"
"60","959","HGNC:11935,ENSG00000102245","CD40LG","hCD40L,gp39,CD154,MD3,TNFSF5,T-BAM,IGM,HIGM1,TRAP,CD40L","NP_000065.1","CD40 ligand [Source:HGNC Symbol;Acc:HGNC:11935]"
"61","1019","HGNC:1773,ENSG00000135446","CDK4","PSK-J3,CMM3","NP_000066.1","cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]"
"62","1028","HGNC:1786,ENSG00000129757,ENSG00000273707","CDKN1C","BWS,WBS,BWCR,p57,KIP2,p57Kip2","NP_001116103.1,NP_001116102.1,NP_000067.1","cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]"
"63","1029","HGNC:1787,ENSG00000147889","CDKN2A","MTS1,P16INK4,P16,INK4A,P14,CDKN2,INK4,CDK4I,TS-1,16INK4A,CMM2,ARF,MLM,P14ARF,P19,P19ARF,TP16,P16-INK4A","NP_478104.2,NP_478102.2,NP_000068.1,NP_001182061.1","cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]"
"64","1071","HGNC:1869,ENSG00000087237","CETP","HDLCQ10,BPIFF","NP_001273014.1,NP_000069.2","cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]"
"65","1134","ENSG00000138435,HGNC:1955","CHRNA1","CMS1A,CMS1B,CMS2A,CHRNA,CCMS,ACHRD,SCCMS,ACHRA","NP_001034612.1,NP_000070.1","cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]"
"66","1145","HGNC:1966,ENSG00000108556","CHRNE","MS4C,CMS2A,CMS4A,CMS4B,CMS1E,ACHRE,CMS1D,FCCMS,SCCMS","NP_000071.1","cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966]"
"67","1130","HGNC:1968,ENSG00000143669","LYST","CHS1,CHS","NP_000072.2,NP_001288294.1","lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]"
"68","1161","HGNC:3439,ENSG00000049167","ERCC8","UVSS2,CKN1,CSA","NP_001277214.1,NP_001007234.1,NP_001007235.1,NP_000073.1","ERCC excision repair 8, CSA ubiquitin ligase complex subunit [Source:HGNC Symbol;Acc:HGNC:3439]"
"69","1180","HGNC:2019,ENSG00000188037","CLCN1","CLC1","NP_000074.2","chloride voltage-gated channel 1 [Source:HGNC Symbol;Acc:HGNC:2019]"
"70","1184","ENSG00000171365,HGNC:2023","CLCN5","NPHL1,hCIC-K2,XRN,DENTS,PHL2,ClC-5,CLC5,XLRH,CLCK2","NP_001269092.1,NP_001121370.1,NP_001121371.1,NP_000075.1,NP_001259031.1","chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]"
"71","1188","HGNC:2027,ENSG00000184908","CLCNKB","ClC-K2,CLCKB,ClC-Kb","NP_000076.2,NP_001159417.2","chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]"
"72","1201","ENSG00000188603,HGNC:2074","CLN3","BTS,BTN1,JNCL","NP_001273039.1,NP_001273033.1,NP_001035897.1,NP_001273038.1,NP_001273034.1,NP_000077.1","CLN3, battenin [Source:HGNC Symbol;Acc:HGNC:2074]"
"73","1259","HGNC:2148,ENSG00000198515","CNGA1","CNG-1,CNG1,RP49,RCNC1,CNCalpha,CNCG1,CNCG,RCNCa","NP_000078.2,NP_001136036.1","cyclic nucleotide gated channel alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148]"
"74","1277","HGNC:2197,ENSG00000108821","COL1A1","OI1,OI4,EDSC,OI2,OI3","NP_000079.2","collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]"
"75","1278","HGNC:2198,ENSG00000164692","COL1A2","OI4","NP_000080.2","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]"
"76","1281","HGNC:2201,ENSG00000168542","COL3A1","EDS4A","NP_000081.1","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]"
"77","1285","HGNC:2204,ENSG00000169031","COL4A3",,"NP_000082.2","collagen type IV alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2204]"
"78","1286","HGNC:2206,ENSG00000081052","COL4A4","CA44","NP_000083.3","collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]"
"79","1289","ENSG00000130635,HGNC:2209","COL5A1","EDSC","NP_000084.3,NP_001265003.1","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]"
"80","1294","HGNC:2214,ENSG00000114270","COL7A1","EBDCT,EBD1,NDNC8,EBR1","NP_000085.1","collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]"
"81","1356","ENSG00000047457,HGNC:2295","CP","CP-2","NP_000087.1","ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]"
"82","1311","HGNC:2227,ENSG00000105664","COMP","PSACH,EDM1,TSP5,MED,EPD1,THBS5","NP_000086.2","cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]"
"83","1371","ENSG00000080819,HGNC:2321","CPOX","HCP,CPX,CPO","NP_000088.3","coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]"
"84","1376","ENSG00000157184,HGNC:2330","CPT2","CPTASE,IIAE4,CPT1","NP_001317518.1,NP_000089.1","carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]"
"85","1476","HGNC:2482,ENSG00000160213","CSTB","CST6,EPM1,STFB,ULD,PME,EPM1A,CPI-B","NP_000091.1","cystatin B [Source:HGNC Symbol;Acc:HGNC:2482]"
"86","1471","HGNC:2475,ENSG00000101439","CST3","ARMD11,HEL-S-2","NP_000090.1,NP_001275543.1","cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]"
"87","1535","HGNC:2577,ENSG00000051523","CYBA","p22-PHOX","NP_000092.2","cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]"
"88","1586","HGNC:2593,ENSG00000148795","CYP17A1","P450C17,CYP17,CPT7,S17AH","NP_000093.1","cytochrome P450 family 17 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2593]"
"89","1545","ENSG00000138061,HGNC:2597","CYP1B1","CP1B,CYPIB1,GLC3A,P4501B1,ASGD6","NP_000095.2","cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]"
"90","1588","ENSG00000137869,HGNC:2594","CYP19A1","-450AROM,CYP19,ARO,ARO1,CYPXIX,CYAR,CPV1","NP_001334178.1,NP_001334184.1,NP_112503.1,NP_000094.2,NP_001334180.1,NP_001334179.1,NP_001334177.1,NP_001334185.1,NP_001334182.1,NP_001334181.1,NP_001334183.1","cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594]"
"91","1643","HGNC:2718,ENSG00000134574","DDB2","DDBB,XPE,UV-DDB2","NP_000098.1,NP_001287663.1","damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718]"
"92","1565","HGNC:2625,ENSG00000272532,ENSG00000275211,ENSG00000280905,ENSG00000282966,ENSG00000100197,ENSG00000283284","CYP2D6","P450-DB1,CYP2DL1,CYP2D,CPD6,P450C2D,YP2D8P2,P450DB1,CYP2D7AP,CYP2D7BP,CYPIID6,CYP2D7P2","NP_001020332.2,NP_000097.3","cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]"
"93","1738","HGNC:2898,ENSG00000091140","DLD","GCSL,E3,DLDD,LAD,DLDH,PHE3","NP_000099.2,NP_001276680.1,NP_001276681.1,NP_001276679.1","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]"
"94","1756","ENSG00000198947,HGNC:2928","DMD","DXS272,MRX85,DXS206,DXS269,DXS230,DXS268,BMD,XS239,DXS164,DXS270,DXS142,CMD3B","NP_004004.1,NP_004002.2,NP_004007.1,NP_004013.1,NP_004006.1,NP_004005.1,NP_000100.2,NP_004009.1,NP_004001.1,NP_004000.1,NP_003997.1,NP_004011.2,NP_004012.1,NP_004014.1,NP_004010.1,NP_004003.1,NP_004008.1","dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]"
"95","1806","ENSG00000188641,HGNC:3012","DPYD","DHP,DHPDHASE,DPD","NP_000101.2,NP_001153773.1","dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]"
"96","1811","ENSG00000091138,HGNC:3018","SLC26A3","CLD,DRA","NP_000102.1","solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018]"
"97","1836","ENSG00000155850,HGNC:10994","SLC26A2","MSTP157,DTD,D5S1708,DTDST,MST153,EDM4","NP_000103.2","solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]"
"98","1861","HGNC:3098,ENSG00000136827","TOR1A","DQ2,DYT1","NP_000104.1","torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]"
"99","6901","HGNC:11577,ENSG00000102125","TAZ","LVNCX,Taz1,CMD3A,BTHS,EFE2,EFE,G4.5","NP_851829.1,NP_851828.1,NP_001290394.1,NP_851830.1,NP_000107.1","tafazzin [Source:HGNC Symbol;Acc:HGNC:11577]"
"100","1910","HGNC:3180,ENSG00000136160","EDNRB","ABCDS,HSCR2,ET-B,ETBR,ETB1,WS4A,ETRB,SCR,ETB,ET-BR","NP_001188326.1,NP_001116131.1,NP_000106.1,NP_003982.1","endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]"
"101","2010","HGNC:3331,ENSG00000102119","EMD","EDMD,LEMD5,STA","NP_000108.1","emerin [Source:HGNC Symbol;Acc:HGNC:3331]"
"102","2022","HGNC:3349,ENSG00000106991","ENG","END,HHT1,ORW1","NP_001265067.1,NP_000109.1,NP_001108225.1","endoglin [Source:HGNC Symbol;Acc:HGNC:3349]"
"103","2038","ENSG00000166947,HGNC:3381","EPB42","PA,SPH5","NP_000110.2,NP_001107606.1","erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]"
"104","2052","ENSG00000143819,HGNC:3401","EPHX1","HYL1,EPOX,EPHX,MEH","NP_001278092.1,NP_001129490.1,NP_000111.1","epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]"
"105","2057","ENSG00000187266,HGNC:3416","EPOR","EPO-R","NP_000112.1","erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]"
"106","2071","HGNC:3435,ENSG00000163161","ERCC3","BTF2,RAD25,TFIIH,XPB,GTF2H,TTD2","NP_001290345.1,NP_001290347.1,NP_000113.1","ERCC excision repair 3, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3435]"
"107","2099","ENSG00000091831,HGNC:3467","ESR1","ER,ESRA,ESTRR,NR3A1,Era,ESR","NP_001278170.1,NP_001315029.1,NP_000116.2,NP_001278159.1,NP_001116214.1,NP_001116212.1,NP_001116213.1","estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]"
"108","2074","HGNC:3438,ENSG00000225830","ERCC6","COFS1,AD26,POF11,CKN2,CSB,UVSS1,COFS,ARMD5","NP_000115.1,NP_001263988.1,NP_001333369.1,NP_001263987.1","ERCC excision repair 6, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:3438]"
"109","2073","HGNC:3437,ENSG00000134899","ERCC5","UVDR,XPGC,ERCC5-201,XPG,ERCM2,COFS3","NP_000114.2","ERCC excision repair 5, endonuclease [Source:HGNC Symbol;Acc:HGNC:3437]"
"110","2108","HGNC:3481,ENSG00000140374","ETFA","MADD,GA2,EMA","NP_000117.1,NP_001121188.1","electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]"
"111","2160","HGNC:3529,ENSG00000088926","F11","FXI","NP_000119.1","coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529]"
"112","2131","HGNC:3512,ENSG00000182197","EXT1","LGS,TRPS2,EXT,TTV,LGCR","NP_000118.2","exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]"
"113","2162","HGNC:3531,ENSG00000124491","F13A1","F13A","NP_000120.2","coagulation factor XIII A chain [Source:HGNC Symbol;Acc:HGNC:3531]"
"114","2153","ENSG00000198734,HGNC:3542","F5","PCCF,THPH2,RPRGL1,FVL","NP_000121.2","coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]"
"115","2155","ENSG00000057593,HGNC:3544","F7","SPCA","NP_000122.1,NP_062562.1,NP_001254483.1","coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]"
"116","2157","ENSG00000185010,HGNC:3546","F8","F8B,DXS1253E,FVIII,AHF,HEMA,F8C","NP_063916.1,NP_000123.1","coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]"
"117","2158","ENSG00000101981,HGNC:3551","F9","HEMB,THPH8,P19,F9p22,FIX,PTC","NP_001300842.1,NP_000124.1","coagulation factor IX [Source:HGNC Symbol;Acc:HGNC:3551]"
"118","2169","ENSG00000145384,HGNC:3556","FABP2","FABPI,I-FABP","NP_000125.2","fatty acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3556]"
"119","2176","HGNC:3584,ENSG00000158169","FANCC","FA3,FACC,FAC","NP_001230672.1,NP_000127.2,NP_001230673.1","FA complementation group C [Source:HGNC Symbol;Acc:HGNC:3584]"
"120","2175","HGNC:3582,ENSG00000187741","FANCA","FACA,FA-H,FAA,FA,FAH,FA1,FANCH","NP_001018122.1,NP_001273096.1,NP_000126.2","FA complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]"
"121","2184","HGNC:3579,ENSG00000103876","FAH",,"NP_000128.1","fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]"
"122","2200","ENSG00000166147,HGNC:3603","FBN1","WMS,SGS,SSKS,MASS,WMS2,OCTD,GPHYSD2,FBN,ECTOL1,ACMICD,FS1,MFLS","NP_000129.3","fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]"
"123","2206","HGNC:7316,ENSG00000149534","MS4A2","APY,IGER,FCERI,GHER,ATOPY,FCER1B,MS4A1,IGEL","NP_000130.1,NP_001243845.1","membrane spanning 4-domains A2 [Source:HGNC Symbol;Acc:HGNC:7316]"
"124","2235","HGNC:3647,ENSG00000066926","FECH","EPP,FCE","NP_001012533.1,NP_000131.2","ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]"
